WEP,Tupelanzahl,Mainkey,Dauer,Dauer in ms,Dauer für hacking,Schlüssel verwendet,Schlüssel gefunden,Erfolgreich?,Modell?,
WEP40 ,30000,(b'\xd7\x00\x1a\x83z'),0:00:32.218281, 32218 ms,51453,(51 ,"bytearray""(b'\xd7\x00\x1a\x83z')"" "," bytearray""(b'J8o\x96g')"" ",False,
WEP40 ,30000,(b'\x97\x0f\xca6\x9c'),0:00:31.888119, 31888 ms,51462,(51 ,"bytearray""(b'\x97\x0f\xca6\x9c')"" "," bytearray""(b'\x97\xd2\x07\xcc}')"" ",False,
WEP40 ,30000,(b'\xf9w\xd0\xc3\x05'),0:00:30.468640, 30468 ms,49695,(49 ,"bytearray""(b'\xf9w\xd0\xc3\x05')"" "," bytearray""(b'\xa5\x98aeS')"" ",False,
WEP40 ,30000,(b'\xdc\xe4\xa3\xab\x82'),0:00:31.248557, 31248 ms,50604,(50 ,"bytearray""(b'\xdc\xe4\xa3\xab\x82')"" "," bytearray""(b'\xdc\xe4\x01M\x82')"" ",False,
WEP40 ,30000,(b'es\x97\xd8\xe7'),0:01:05.739582, 65739 ms,104123,(104 ,"bytearray""(b'es\x97\xd8\xe7')"" "," bytearray""(b'es\x97\xd85')"" ",False,
WEP40 ,30000,(b'\xf4\x9f8]L'),0:01:03.347449, 63347 ms,101842,(101 ,"bytearray""(b'\xf4\x9f8]L')"" "," bytearray""(b'\xf4\x9f8]L')"" ",True,
WEP40 ,30000,(b'\x99e>L\x83'),0:00:49.608815, 49608 ms,89240,(89 ,"bytearray""(b'\x99e>L\x83')"" "," bytearray""(b'\x99e>L\x83')"" ",True,
WEP40 ,30000,(b'\xd7\xa5\xad}r'),0:01:03.870523, 63870 ms,102705,(102 ,"bytearray""(b'\xd7\xa5\xad}r')"" "," bytearray""(b'V&\xad}r')"" ",False,
WEP40 ,30000,(b'u\x8e\x83\xb5\xf2'),0:00:21.170311, 21170 ms,43535,(43 ,"bytearray""(b'u\x8e\x83\xb5\xf2')"" "," bytearray""(b'\x98k\x83\xb5\xf2')"" ",False,
WEP40 ,30000,(b']\x10\xcfN\xa2'),0:01:03.660009, 63660 ms,102606,(102 ,"bytearray""(b']\x10\xcfN\xa2')"" "," bytearray""(b']\x10\xcfN\xa2')"" ",True,
WEP40 ,30000,"(b'0\xf6)""%')""",0:00:53.666906, 53666 ms,92474,(92 ,"bytearray""(b'0\xf6"")""%')"" "," bytearray""(b'0\xf6"")""%')"" ",True,
WEP40 ,30000,(b'\xe3\xe1\xb5cl'),0:01:04.264916, 64277 ms,102831,(102 ,"bytearray""(b'\xe3\xe1\xb5cl')"" "," bytearray""(b'\xe3\xe1\x96\x82l')"" ",False,
WEP40 ,30000,(b'\xa2\xa8\x9c\xfe\xd8'),0:00:20.335263, 20335 ms,39300,(39 ,"bytearray""(b'\xa2\xa8\x9c\xfe\xd8')"" "," bytearray""(b'\xa2\xa8\x9c\xfe\xd3')"" ",False,
WEP40 ,30000,(b'\xc1\x02\xd6j\x1f'),0:01:02.667473, 62667 ms,101517,(101 ,"bytearray""(b'\xc1\x02\xd6j\x1f')"" "," bytearray""(b'\xc1\x02\xd6j\x1f')"" ",True,
WEP40 ,30000,"(b'(Kl\x00m')""",0:00:28.745160, 28745 ms,58605,(58 ,"bytearray""(b'""(Kl\x00m')"" "," bytearray""(b'""(\xc9\x9fOm')"" ",False,
WEP40 ,30000,(b'\xc8\x15\xbb\x9a\xda'),0:01:06.901103, 66901 ms,105934,(105 ,"bytearray""(b'\xc8\x15\xbb\x9a\xda')"" "," bytearray""(b'\xc8\x15\xbb\x9a\xda')"" ",True,
WEP40 ,30000,(b'}3\xf3%\x8d'),0:00:56.420554, 56420 ms,95732,(95 ,"bytearray""(b'}3\xf3%\x8d')"" "," bytearray""(b'}i\x00)""F')"" ",False,
WEP40 ,30000,(b'\x8aRp\x96\xd5'),0:01:03.141380, 63141 ms,102763,(102 ,"bytearray""(b'\x8aRp\x96\xd5')"" "," bytearray""(b'\x8aRp\x96\xd5')"" ",True,
WEP40 ,30000,(b'\x9di\x0c\xcd\xf3'),0:01:02.602317, 62614 ms,101806,(101 ,"bytearray""(b'\x9di\x0c\xcd\xf3')"" "," bytearray""(b'\x9di\x0c\xcd\xf3')"" ",True,
WEP40 ,30000,(b'\x9c\xb8=\x91l'),0:01:04.748960, 64749 ms,103735,(103 ,"bytearray""(b'\x9c\xb8=\x91l')"" "," bytearray""(b'\x9c\xb8?J\xb1')"" ",False,
WEP40 ,30000,(b'\xc2\x0fkB\xa0'),0:00:15.824684, 15824 ms,25419,(25 ,"bytearray""(b'\xc2\x0fkB\xa0')"" "," bytearray""(b'\xc2\x0fkB\xa0')"" ",True,
WEP40 ,30000,(b'\xe2\xe4\xb8\x07\xc4'),0:00:15.639030, 15639 ms,25296,(25 ,"bytearray""(b'\xe2\xe4\xb8\x07\xc4')"" "," bytearray""(b'\xe2\x9e\xfe\x07\xc4')"" ",False,
WEP40 ,30000,(b'\n\x8c9\xc3\xb1'),0:00:23.359767, 23359 ms,38157,(38 ,"bytearray""(b'\n\x8c9\xc3\xb1')"" "," bytearray""(b'\n\x8c9\xc3\xb1')"" ",True,
WEP40 ,30000,(b'\xd5\xb7G\x0fR'),0:00:24.664984, 24665 ms,40864,(40 ,"bytearray""(b'\xd5\xb7G\x0fR')"" "," bytearray""(b'""(dG\x0fR')"" ",False,
WEP40 ,30000,(b'\x93\r\x96\xb7\xd0'),0:00:17.420498, 17420 ms,33193,(33 ,"bytearray""(b'\x93\r\x96\xb7\xd0')"" "," bytearray""(b'\x93\xf5\xae\x88\xff')"" ",False,
WEP40 ,30000,(b'J\x9f[\xd0\x85'),0:00:22.684963, 22685 ms,35401,(35 ,"bytearray""(b'J\x9f[\xd0\x85')"" "," bytearray""(b'J\x9f[\xd0\x85')"" ",True,
WEP40 ,30000,(b'\xe5\x07ty\x95'),0:00:19.986398, 19986 ms,36191,(36 ,"bytearray""(b'\xe5\x07ty\x95')"" "," bytearray""(b'\xe5\x07ty\x95')"" ",True,
WEP40 ,30000,(b'\x88\x90\xa6\x95['),0:00:23.434913, 23434 ms,37922,(37 ,"bytearray""(b'\x88\x90\xa6\x95[')"" "," bytearray""(b'\x88\x90\x83s\xa0')"" ",False,
WEP40 ,30000,(b'J\x88\x02L\xe6'),0:00:27.254096, 27254 ms,46536,(46 ,"bytearray""(b'J\x88\x02L\xe6')"" "," bytearray""(b'J\xdb\xafL\xe6')"" ",False,
WEP40 ,30000,(b'\x11\xf4\xe3\xf1\x1a'),0:00:31.967267, 31967 ms,51526,(51 ,"bytearray""(b'\x11\xf4\xe3\xf1\x1a')"" "," bytearray""(b'\x11\xf4\xbb\x84\xaf')"" ",False,
WEP40 ,30000,(b'\x82i\xf1I\xd6'),0:00:18.856006, 18856 ms,34616,(34 ,"bytearray""(b'\x82i\xf1I\xd6')"" "," bytearray""(b'\x82i\xd3|\xc1')"" ",False,
WEP40 ,30000,(b'\x95\x0b4\xc42'),0:00:31.874575, 31874 ms,52255,(52 ,"bytearray""(b'\x95\x0b4\xc42')"" "," bytearray""(b'\x95\xfcC\x8c\xc8')"" ",False,
WEP40 ,30000,(b'\x8f\xb8q\n\xe9'),0:00:32.148094, 32148 ms,52058,(52 ,"bytearray""(b'\x8f\xb8q\n\xe9')"" "," bytearray""(b'\x8f\xb8q[\x98')"" ",False,
WEP40 ,30000,(b'\xa4\xben\x94j'),0:00:31.777220, 31777 ms,51276,(51 ,"bytearray""(b'\xa4\xben\x94j')"" "," bytearray""(b'\xa4\xbe\xf7\x0bj')"" ",False,
WEP40 ,30000,(b'\x89F!g\xbb'),0:00:21.458757, 21458 ms,40447,(40 ,"bytearray""(b'\x89F!g\xbb')"" "," bytearray""(b'\x89F!g\xbb')"" ",True,
WEP40 ,30000,(b'\xaaP\x08\xc7\xdb'),0:00:31.542123, 31542 ms,51407,(51 ,"bytearray""(b'\xaaP\x08\xc7\xdb')"" "," bytearray""(b'\xaaP`\x8a4')"" ",False,
WEP40 ,30000,(b'\xfd\xde\xb8\x1e]'),0:00:25.222234, 25222 ms,43221,(43 ,"bytearray""(b'\xfd\xde\xb8\x1e]')"" "," bytearray""(b'\xfd\xde\xb8\x1e]')"" ",True,
WEP40 ,30000,(b'\xb2?\x01;\xdc'),0:00:31.678059, 31678 ms,51412,(51 ,"bytearray""(b'\xb2?\x01;\xdc')"" "," bytearray""(b'\xb2?\x01;\xdc')"" ",True,
WEP40 ,30000,(b'\xc0\xa6\x0b\xb8\x0b'),0:00:31.380074, 31380 ms,50401,(50 ,"bytearray""(b'\xc0\xa6\x0b\xb8\x0b')"" "," bytearray""(b'\xc0\xa6\x0b_d')"" ",False,
WEP40 ,30000,(b'A\xc6\xa4\xde{'),0:00:32.715417, 32715 ms,52074,(52 ,"bytearray""(b'A\xc6\xa4\xde{')"" "," bytearray""(b'A\xc6\xa4\x8e\xfd')"" ",False,
WEP40 ,30000,(b'\xbe\x9a\xf7I\xd9'),0:00:32.243963, 32244 ms,51440,(51 ,"bytearray""(b'\xbe\x9a\xf7I\xd9')"" "," bytearray""(b'\xbe7ZI\x9c')"" ",False,
WEP40 ,30000,(b'\xd4M\xa6\xf3\xe0'),0:00:18.215463, 18215 ms,32849,(32 ,"bytearray""(b'\xd4M\xa6\xf3\xe0')"" "," bytearray""(b'\xd4M\xdd\xbc\xe0')"" ",False,
WEP40 ,30000,(b'^n|\xc2z'),0:00:31.908764, 31908 ms,51144,(51 ,"bytearray""(b'^n|\xc2z')"" "," bytearray""(b'^n|\xc2z')"" ",True,
WEP40 ,30000,(b'\xe3_\x06\xf5\xd2'),0:00:16.339582, 16339 ms,26230,(26 ,"bytearray""(b'\xe3_\x06\xf5\xd2')"" "," bytearray""(b'\x14\xe4\x08=\xd2')"" ",False,
WEP40 ,30000,(b'\xce\x94\xca\xf0\x0e'),0:00:48.054093, 48054 ms,77380,(77 ,"bytearray""(b'\xce\x94\xca\xf0\x0e')"" "," bytearray""(b'\xce\x94\xca\xf0I')"" ",False,
WEP40 ,30000,(b'n\x0fgD\x04'),0:00:37.680656, 37680 ms,67024,(67 ,"bytearray""(b'n\x0fgD\x04')"" "," bytearray""(b'n\x0fgD\x04')"" ",True,
WEP40 ,30000,(b'\xb0R\xa9c5'),0:00:47.352402, 47352 ms,76555,(76 ,"bytearray""(b'\xb0R\xa9c5')"" "," bytearray""(b'\xb0\x17\xe4c5')"" ",False,
WEP40 ,30000,(b'\xa3c\xef\x82\xfd'),0:00:32.443016, 32443 ms,61502,(61 ,"bytearray""(b'\xa3c\xef\x82\xfd')"" "," bytearray""(b'\xa3c\xef\x82`')"" ",False,
WEP40 ,30000,(b'\xc2v\xc5\xb1\x8a'),0:00:48.177305, 48177 ms,77254,(77 ,"bytearray""(b'\xc2v\xc5\xb1\x8a')"" "," bytearray""(b'\x053\xc5\xb1\x8a')"" ",False,
WEP40 ,30000,(b'lV\xfc\xec\xbe'),0:00:49.280618, 49280 ms,78406,(78 ,"bytearray""(b'lV\xfc\xec\xbe')"" "," bytearray""(b'lV\xfc\xec\xae')"" ",False,
WEP40 ,30000,(b'\xa8\xd7\xbcg\x89'),0:00:48.399113, 48399 ms,77735,(77 ,"bytearray""(b'\xa8\xd7\xbcg\x89')"" "," bytearray""(b'\xa8\xd7\x88\x9b\x89')"" ",False,
WEP40 ,30000,(b'B[\xaa\xc2\xd3'),0:00:18.125453, 18125 ms,38286,(38 ,"bytearray""(b'B[\xaa\xc2\xd3')"" "," bytearray""(b'B[\xaa\xc2\xd3')"" ",True,
WEP40 ,30000,(b'<\xb7\nBZ'),0:00:48.177118, 48177 ms,77444,(77 ,"bytearray""(b'<\xb7\nBZ')"" "," bytearray""(b'n\x85\nBZ')"" ",False,
WEP40 ,30000,(b'0\xe3g\xe0\x8b'),0:00:46.551739, 46551 ms,78209,(78 ,"bytearray""(b'0\xe3g\xe0\x8b')"" "," bytearray""(b'0\xe3g\xe0\x8b')"" ",True,
WEP40 ,30000,(b'JQ\xdf\xf3!'),0:00:48.001988, 48002 ms,77466,(77 ,"bytearray""(b'JQ\xdf\xf3!')"" "," bytearray""(b'JS\xdd\xf3!')"" ",False,
WEP40 ,30000,(b'\xa2b\xda\xb7\xd8'),0:00:34.212877, 34212 ms,58054,(58 ,"bytearray""(b'\xa2b\xda\xb7\xd8')"" "," bytearray""(b'\xa2b\xda\xb7\xd8')"" ",True,
WEP40 ,30000,(b'\xcfE\xef\x8f\xc8'),0:00:38.785749, 38785 ms,62989,(62 ,"bytearray""(b'\xcfE\xef\x8f\xc8')"" "," bytearray""(b'\xcfE\xef\x8f\xc8')"" ",True,
WEP40 ,30000,(b'\x8c\xa1\xd8\x92\xa3'),0:00:16.310107, 16310 ms,26139,(26 ,"bytearray""(b'\x8c\xa1\xd8\x92\xa3')"" "," bytearray""(b'\x8c\x9c\xdd\x92\xa3')"" ",False,
WEP40 ,30000,(b'\x08/\x96]S'),0:00:39.414660, 39414 ms,63287,(63 ,"bytearray""(b'\x08/\x96]S')"" "," bytearray""(b'\x08/\x96\xd5\xdb')"" ",False,
WEP40 ,30000,(b'1yt2\xa7'),0:00:16.101573, 16101 ms,25719,(25 ,"bytearray""(b'1yt2\xa7')"" "," bytearray""(b'1yt[~')"" ",False,
WEP40 ,30000,(b'\xa0\xba\xee\x17\xb1'),0:00:39.808795, 39808 ms,63987,(63 ,"bytearray""(b'\xa0\xba\xee\x17\xb1')"" "," bytearray""(b'\xa0\xa8\x08\x0f\xb1')"" ",False,
WEP40 ,30000,(b'y\xdb\xb7\xce;'),0:00:40.329389, 40329 ms,65092,(65 ,"bytearray""(b'y\xdb\xb7\xce;')"" "," bytearray""(b'y\xdb\xb7\xce;')"" ",True,
WEP40 ,30000,(b'\xcc\x14\xb6\xb2\t'),0:00:38.765691, 38765 ms,63503,(63 ,"bytearray""(b'\xcc\x14\xb6\xb2\t')"" "," bytearray""(b'A\x9f\xbc\xac\t')"" ",False,
WEP40 ,30000,(b'\x14\x06#\xfa\xb5'),0:00:25.607709, 25607 ms,45046,(45 ,"bytearray""(b'\x14\x06#\xfa\xb5')"" "," bytearray""(b'\x14\x06#\xfa\xb2')"" ",False,
WEP40 ,30000,(b'y\x1c\x8d\xc2\xdd'),0:00:39.974058, 39974 ms,63768,(63 ,"bytearray""(b'y\x1c\x8d\xc2\xdd')"" "," bytearray""(b'y\x1cD0\xb8')"" ",False,
WEP40 ,30000,(b'\x07\xce\x94\xdc='),0:00:23.802183, 23802 ms,38929,(38 ,"bytearray""(b'\x07\xce\x94\xdc=')"" "," bytearray""(b'\x02\xd3\x94\xdc=')"" ",False,
WEP40 ,30000,(b'\xf0Lv\x9d\x1d'),0:00:16.518304, 16518 ms,28959,(28 ,"bytearray""(b'\xf0Lv\x9d\x1d')"" "," bytearray""(b'\xf0LvQi')"" ",False,
WEP40 ,30000,(b'\x19\xfa\xce\x8c\x95'),0:00:22.932916, 22932 ms,36580,(36 ,"bytearray""(b'\x19\xfa\xce\x8c\x95')"" "," bytearray""(b'\x19\xfa\x80\xd1\x9e')"" ",False,
WEP40 ,30000,(b'\xccKy\x1a\x1f'),0:00:25.857525, 25857 ms,41153,(41 ,"bytearray""(b'\xccKy\x1a\x1f')"" "," bytearray""(b'\xccKFM\xf7')"" ",False,
WEP40 ,30000,(b'\x06NVA\xa7'),0:00:24.296980, 24297 ms,39879,(39 ,"bytearray""(b'\x06NVA\xa7')"" "," bytearray""(b'\x06NV\xb0\xeb')"" ",False,
WEP40 ,30000,(b'\x06\x8d\xfb\x98\xd8'),0:00:16.294157, 16294 ms,25954,(25 ,"bytearray""(b'\x06\x8d\xfb\x98\xd8')"" "," bytearray""(b'\x06\x8d\xfb\x98\xd8')"" ",True,
WEP40 ,30000,(b'\xc1\x08\x86\xd9\x0c'),0:00:39.761780, 39761 ms,64593,(64 ,"bytearray""(b'\xc1\x08\x86\xd9\x0c')"" "," bytearray""(b'\xc1\x08\x86\xd9\x0c')"" ",True,
WEP40 ,30000,(b'o\x91r\xa1\xb0'),0:00:16.453400, 16453 ms,26333,(26 ,"bytearray""(b'o\x91r\xa1\xb0')"" "," bytearray""(b'o\x91r\xa1\xb0')"" ",True,
WEP40 ,30000,(b'\xc9\xdd\xd2s\xe2'),0:00:41.697473, 41697 ms,65471,(65 ,"bytearray""(b'\xc9\xdd\xd2s\xe2')"" "," bytearray""(b'u1\xd2+*')"" ",False,
WEP40 ,30000,(b'\xc0/}\xb8\xc0'),0:00:32.252867, 32252 ms,54794,(54 ,"bytearray""(b'\xc0/}\xb8\xc0')"" "," bytearray""(b'~q}\xb8\xc0')"" ",False,
WEP40 ,30000,"(b'?t\xc2\xf2)')""",0:00:40.017594, 40017 ms,64345,(64 ,"bytearray""(b'?t\xc2\xf2)""')"" "," bytearray""(b'?t\xc2\xf2)""')"" ",True,
WEP40 ,30000,(b'n\xdd\x04\xd6\xa1'),0:00:40.865394, 40865 ms,65653,(65 ,"bytearray""(b'n\xdd\x04\xd6\xa1')"" "," bytearray""(b'n\xdd\x04\xca\xad')"" ",False,
WEP40 ,30000,(b'Q-\x956\x0c'),0:00:40.592254, 40592 ms,66134,(66 ,"bytearray""(b'Q-\x956\x0c')"" "," bytearray""(b'Q\xb0\x126\x0c')"" ",False,
WEP40 ,30000,(b'-7L\xbbB'),0:00:30.576758, 30576 ms,52005,(52 ,"bytearray""(b'-7L\xbbB')"" "," bytearray""(b'-\xffq\xceB')"" ",False,
WEP40 ,30000,(b'\x15W\t\x8c\x16'),0:00:07.692247, 7692 ms,12582,(12 ,"bytearray""(b'\x15W\t\x8c\x16')"" "," bytearray""(b'\x15W\t\x8c\x16')"" ",True,
WEP40 ,30000,(b'\xca\xe4\xe9J5'),0:00:08.904555, 8904 ms,16052,(16 ,"bytearray""(b'\xca\xe4\xe9J5')"" "," bytearray""(b'\xca\xe4\xe9J5')"" ",True,
WEP40 ,30000,(b'\xc2\xd1-W\x92'),0:00:08.017291, 8017 ms,13092,(13 ,"bytearray""(b'\xc2\xd1-W\x92')"" "," bytearray""(b'\xc2\xd1-W\x92')"" ",True,
WEP40 ,30000,(b'rs*\xe9\x88'),0:00:08.117659, 8117 ms,13233,(13 ,"bytearray""(b'rs*\xe9\x88')"" "," bytearray""(b'rsr\xa1\x88')"" ",False,
WEP40 ,30000,"(b\'\x9cC\xed\xc6"")""",0:00:16.831895, 16831 ms,23334,(23 ,"bytearray""(b""\'\x9cC\xed\xc6"")"" "," bytearray""(b""\'\x9cCv="")"" ",False,
WEP40 ,30000,(b'gf\x89\x1a\x19'),0:00:08.179163, 8179 ms,13419,(13 ,"bytearray""(b'gf\x89\x1a\x19')"" "," bytearray""(b'{R\x89\x1a\x19')"" ",False,
WEP40 ,30000,(b'\x0b\x1a\xbd\x0b4'),0:00:07.746902, 7746 ms,12807,(12 ,"bytearray""(b'\x0b\x1a\xbd\x0b4')"" "," bytearray""(b'*9\x7f""(\xc0')"" ",False,
WEP40 ,30000,(b'\xa5\x8d\x89P\xa8'),0:00:08.118763, 8118 ms,13321,(13 ,"bytearray""(b'\xa5\x8d\x89P\xa8')"" "," bytearray""(b'\xa5\x8d\x89P\xa8')"" ",True,
WEP40 ,30000,(b'\x12d\x89\x863'),0:00:10.381430, 10381 ms,15605,(15 ,"bytearray""(b'\x12d\x89\x863')"" "," bytearray""(b'\x12d\x89\x863')"" ",True,
WEP40 ,30000,(b'\x88\x9e[\x90K'),0:00:08.304689, 8304 ms,13565,(13 ,"bytearray""(b'\x88\x9e[\x90K')"" "," bytearray""(b'b\xc4[\x90K')"" ",False,
WEP40 ,30000,"(b'\x9f\xc6\xcdP(')""",0:00:07.865195, 7865 ms,13053,(13 ,"bytearray""(b'\x9f\xc6\xcdP""(')"" "," bytearray""(b'\x97\xce\xcd\xde\x9a')"" ",False,
WEP40 ,30000,(b'\xa6\x8cmX\x83'),0:00:15.312972, 15313 ms,21209,(21 ,"bytearray""(b'\xa6\x8cmX\x83')"" "," bytearray""(b'\xa6\x8cmri')"" ",False,
WEP40 ,30000,(b'x\xfeH&i'),0:00:07.914254, 7914 ms,12942,(12 ,"bytearray""(b'x\xfeH&i')"" "," bytearray""(b'x\xfeH&i')"" ",True,
WEP40 ,30000,(b'\xd8\x16x~\x9c'),0:00:10.201526, 10201 ms,15413,(15 ,"bytearray""(b'\xd8\x16x~\x9c')"" "," bytearray""(b'\xd8\x16x~\x9c')"" ",True,
WEP40 ,30000,(b'\xa13\xb4\xed\xe6'),0:00:11.723775, 11723 ms,17515,(17 ,"bytearray""(b'\xa13\xb4\xed\xe6')"" "," bytearray""(b'\xa13\xa8\xf9\xe6')"" ",False,
WEP40 ,30000,(b'\x8c\xef\xc4T\x84'),0:00:15.524469, 15524 ms,21944,(21 ,"bytearray""(b'\x8c\xef\xc4T\x84')"" "," bytearray""(b'\xec-&T\x84')"" ",False,
WEP40 ,30000,(b'j\xc3Ww;'),0:00:08.191221, 8191 ms,13450,(13 ,"bytearray""(b'j\xc3Ww;')"" "," bytearray""(b'j\xc3Ww;')"" ",True,
WEP40 ,30000,(b'+\x1b\x12Vb'),0:00:08.077597, 8077 ms,13317,(13 ,"bytearray""(b'+\x1b\x12Vb')"" "," bytearray""(b'+\x1b\x12Vb')"" ",True,
WEP40 ,30000,(b'\x8a\x02\xd8\xc1l'),0:00:07.961840, 7961 ms,13126,(13 ,"bytearray""(b'\x8a\x02\xd8\xc1l')"" "," bytearray""(b'\x8a\x02\xd8VV')"" ",False,
WEP40 ,30000,(b'\x1c\t\xd3c\xfc'),0:00:08.098312, 8098 ms,13473,(13 ,"bytearray""(b'\x1c\t\xd3c\xfc')"" "," bytearray""(b'\x1c\t\xd3c\xfc')"" ",True,
WEP40 ,30000,(b'\xab\x0f\xf0u\xa4'),0:00:07.834766, 7834 ms,12734,(12 ,"bytearray""(b'\xab\x0f\xf0u\xa4')"" "," bytearray""(b'\xab\x0f\xf0u\xa4')"" ",True,
WEP40 ,30000,(b'\xd2\x1e\xe8\xa4\xee'),0:00:08.188941, 8188 ms,13380,(13 ,"bytearray""(b'\xd2\x1e\xe8\xa4\xee')"" "," bytearray""(b'\x10\xe0\xc1\xcb\xee')"" ",False,
WEP40 ,30000,(b'\xec\xb7Q\xd9f'),0:00:11.355890, 11355 ms,16589,(16 ,"bytearray""(b'\xec\xb7Q\xd9f')"" "," bytearray""(b'\xec\xb7H\xe2\xe1')"" ",False,
WEP40 ,30000,(b'\x0f\x03\xa7\xf8\xf5'),0:00:07.961696, 7961 ms,12945,(12 ,"bytearray""(b'\x0f\x03\xa7\xf8\xf5')"" "," bytearray""(b'\x0f\x03\xa7\x8ca')"" ",False,
WEP40 ,30000,(b't\x1d\xa5\xddl'),0:00:08.119594, 8119 ms,13326,(13 ,"bytearray""(b't\x1d\xa5\xddl')"" "," bytearray""(b't\x1dN4_')"" ",False,
WEP40 ,30000,"(b'\xc1\xdcF\xd9(')""",0:00:10.984510, 10984 ms,18746,(18 ,"bytearray""(b'\xc1\xdcF\xd9""(')"" "," bytearray""(b'\xc1\xdc\xa4{\n')"" ",False,
WEP40 ,30000,(b'\xae=`\x9e\xeb'),0:00:08.074434, 8074 ms,16608,(16 ,"bytearray""(b'\xae=`\x9e\xeb')"" "," bytearray""(b'\xae+r\x9e\xeb')"" ",False,
WEP40 ,30000,(b'0\x15 \xef\x11'),0:00:07.816224, 7816 ms,12820,(12 ,"bytearray""(b'0\x15 \xef\x11')"" "," bytearray""(b'\xd8)""d\xef\xe7')"" ",False,
WEP40 ,30000,(b'F\xa6\xa7\xbd\x9c'),0:00:08.236633, 8236 ms,13341,(13 ,"bytearray""(b'F\xa6\xa7\xbd\x9c')"" "," bytearray""(b'F\xa6\xa7\xbd\x9c')"" ",True,
WEP40 ,30000,(b'0\xb1\xe8|\xb7'),0:00:07.949759, 7949 ms,13096,(13 ,"bytearray""(b'0\xb1\xe8|\xb7')"" "," bytearray""(b'0LM\xfb8')"" ",False,
WEP40 ,30000,(b'@\xcf\xbbG\x08'),0:00:12.343575, 12343 ms,17714,(17 ,"bytearray""(b'@\xcf\xbbG\x08')"" "," bytearray""(b'@\x87\x03\xc3\x8c')"" ",False,
WEP40 ,30000,(b'\xe8xaN\xeb'),0:00:07.921638, 7921 ms,12957,(12 ,"bytearray""(b'\xe8xaN\xeb')"" "," bytearray""(b'\xe8x\x90\x1f\x1e')"" ",False,
WEP40 ,30000,(b'Q\x0fE\xa9\x9a'),0:00:09.622301, 9622 ms,14869,(14 ,"bytearray""(b'Q\x0fE\xa9\x9a')"" "," bytearray""(b'\xebuE\xa9\x06')"" ",False,
WEP40 ,30000,(b'\x9a\xf7M\xbc\n'),0:00:08.087483, 8087 ms,13278,(13 ,"bytearray""(b'\x9a\xf7M\xbc\n')"" "," bytearray""(b'\x9a\xf7M\xbc\n')"" ",True,
WEP40 ,30000,(b'\x06u\x96*\xb9'),0:00:09.669937, 9669 ms,15004,(15 ,"bytearray""(b'\x06u\x96*\xb9')"" "," bytearray""(b'\x8c\xef\x96*\xb9')"" ",False,
WEP40 ,30000,(b'r\xc6oQ\xe1'),0:00:10.315420, 10315 ms,15569,(15 ,"bytearray""(b'r\xc6oQ\xe1')"" "," bytearray""(b'r\xb4\x81Q\xe1')"" ",False,
WEP40 ,30000,(b's\xd2+\xdc\xc1'),0:00:12.036819, 12036 ms,17305,(17 ,"bytearray""(b's\xd2+\xdc\xc1')"" "," bytearray""(b's\n\xf3H\x11')"" ",False,
WEP40 ,30000,(b']\xc5\xeb\x91\x95'),0:00:09.774059, 9774 ms,19928,(19 ,"bytearray""(b']\xc5\xeb\x91\x95')"" "," bytearray""(b']\xc5]\x1f\x95')"" ",False,
WEP40 ,30000,(b'/^\x9f+\xcf'),0:00:08.411066, 8411 ms,13489,(13 ,"bytearray""(b'/^\x9f+\xcf')"" "," bytearray""(b'/^\x9fL\xae')"" ",False,
WEP40 ,30000,(b'\x98\x0b\xa5t\x1e'),0:00:07.733143, 7733 ms,12697,(12 ,"bytearray""(b'\x98\x0b\xa5t\x1e')"" "," bytearray""(b'\x0e\x037t\x1e')"" ",False,
WEP40 ,30000,"(bfE\xf1\'\xae"")""",0:00:08.111077, 8111 ms,15259,(15 ,"bytearray""(b""fE\xf1\'\xae"")"" "," bytearray""(b""fE\xf1\'\xae"")"" ",True,
WEP40 ,30000,"(b')\xb4\xeb\x034')""",0:00:07.937290, 7937 ms,13124,(13 ,"bytearray""(b')""\xb4\xeb\x034')"" "," bytearray""(b')""\xb4\xeb\x034')"" ",True,
WEP40 ,30000,(b'\xed\xdb\x9a\x0e+'),0:00:09.258406, 9258 ms,16462,(16 ,"bytearray""(b'\xed\xdb\x9a\x0e+')"" "," bytearray""(b'\xc4F\x8d\xd9+')"" ",False,
WEP40 ,30000,(b'\xe5\xa2\x8b\xe1\xee'),0:00:07.853770, 7853 ms,12879,(12 ,"bytearray""(b'\xe5\xa2\x8b\xe1\xee')"" "," bytearray""(b'\xe5\xa2\x8b\xe1#')"" ",False,
WEP40 ,30000,(b'\xc2d}#\x1b'),0:00:10.647581, 10647 ms,17762,(17 ,"bytearray""(b'\xc2d}#\x1b')"" "," bytearray""(b'\xc2d}\xab\x93')"" ",False,
WEP40 ,30000,(b'\x1f&\x05\xf8C'),0:00:16.941926, 16941 ms,27338,(27 ,"bytearray""(b'\x1f&\x05\xf8C')"" "," bytearray""(b'\x1f&\x05\xe8S')"" ",False,
WEP40 ,30000,(b'^\xfe\x95;O'),0:00:12.113945, 12114 ms,17371,(17 ,"bytearray""(b'^\xfe\x95;O')"" "," bytearray""(b'^\xfe\xaf!O')"" ",False,
